



"Durchlauf";"LuceneVersion";"ElasticVersion";"Indexname";"ReplicaAnzahl";"Gesamtanzahl Shards des Index";"Gesamtanzahl Shards";"Erfolgreiche Shards";"Fehlgeschlagene Shards";"Uebersprungene Shards";"Anzahl der ReducePhasen";"Queryname";"BuildRequest (ms)";"Zeit nach der Response (ms)";"Zeit nach der Ergebnisausgabe (ms)";"Zeit allein für die Ausfuehrung (ms)";"Zeit durch ES gemessen (ms)";
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 42";1;322;322;321;84;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 42";1;327;327;326;91;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 42";0;380;380;380;103;

"Query 42";337.8


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";1;2582;2582;2581;2284;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";1;2854;2855;2853;2466;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";1;2299;2299;2298;1961;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";0;2540;2540;2540;2192;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";3;2285;2285;2282;1966;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";0;2523;2523;2523;2215;

"Query 43";2499.2


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";0;601;601;601;518;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";0;911;911;911;539;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";0;584;584;584;377;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";4;489;489;485;404;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";0;529;529;529;396;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";0;451;451;451;369;

"Query 48";592.0


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";1;329;329;328;91;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";1;330;330;329;96;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";1;325;325;324;90;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";1;387;387;386;152;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";0;341;341;341;91;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";2;325;325;323;91;

"Query 52";340.6


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;350;350;350;104;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;379;379;379;106;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;346;346;346;103;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;336;336;336;97;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;425;425;425;159;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;347;347;347;100;

"Query 55";366.6


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1478;1478;1478;0;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1404;1404;1404;0;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1453;1453;1453;0;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1556;1556;1556;0;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1393;1393;1393;0;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1476;1476;1476;0;

"Query 70";1456.4


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";1;327;327;326;257;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;353;354;353;277;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;184;185;184;116;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;177;178;177;112;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;180;180;180;114;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;197;197;197;130;

"Query 96";218.2


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";6;1085;1085;1079;720;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";2;980;980;978;834;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";1;239;239;238;142;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";1;230;231;229;132;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";1;322;322;321;168;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";1;218;218;217;123;

"Query 98";396.6






"Query 03";620.8
"Query 06";282.6
"Query 07";609.8
"Query 13";463.6
"Query 19";356.2
"Query 27";477.2
"Query 42";337.8
"Query 43";2499.2
"Query 48";592.0
"Query 52";340.6
"Query 55";366.6
"Query 70";1456.4
"Query 96";218.2
"Query 98";396.6




"Durchlauf";"LuceneVersion";"ElasticVersion";"Indexname";"ReplicaAnzahl";"Gesamtanzahl Shards des Index";"Gesamtanzahl Shards";"Erfolgreiche Shards";"Fehlgeschlagene Shards";"Uebersprungene Shards";"Anzahl der ReducePhasen";"Queryname";"BuildRequest (ms)";"Zeit nach der Response (ms)";"Zeit nach der Ergebnisausgabe (ms)";"Zeit allein für die Ausfuehrung (ms)";"Zeit durch ES gemessen (ms)";
0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 03";247;1277;1295;1030;165;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 03";0;608;608;608;119;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 03";0;570;570;570;112;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 03";1;430;430;429;109;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 03";1;408;408;407;129;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 03";0;396;396;396;112;

"Query 03";482.0


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 06";0;238;238;238;0;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 06";0;252;252;252;0;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 06";0;303;303;303;0;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 06";0;228;228;228;0;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 06";0;282;282;282;0;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 06";0;243;243;243;0;

"Query 06";261.6


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 07";4;487;487;483;223;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 07";0;487;487;487;224;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 07";0;498;498;498;225;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 07";0;513;513;513;203;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 07";0;720;720;720;200;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 07";0;443;443;443;207;

"Query 07";532.2


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 13";5;307;307;302;218;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 13";1;606;606;605;244;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 13";0;394;394;394;300;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 13";0;527;527;527;207;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 13";1;322;322;321;235;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 13";1;597;597;596;234;

"Query 13";488.6


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 19";1;315;315;314;83;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 19";0;318;318;318;80;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 19";1;345;345;344;85;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 19";0;309;309;309;88;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 19";0;307;307;307;80;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 19";0;313;313;313;81;

"Query 19";318.2


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 27";0;468;469;468;207;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 27";0;481;481;481;194;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 27";0;484;484;484;213;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 27";0;451;451;451;206;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 27";1;456;456;455;210;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 27";0;494;494;494;245;

"Query 27";473.0


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 42";1;595;595;594;163;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 42";0;318;318;318;79;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 42";0;315;315;315;79;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 42";1;583;583;582;103;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 42";0;309;309;309;80;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 42";0;308;308;308;80;

"Query 42";366.4


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";1;2275;2275;2274;1890;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";1;2402;2402;2401;2100;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";2;2308;2308;2306;1969;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";0;2460;2460;2460;1923;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";1;2235;2235;2234;1922;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 43";1;2243;2243;2242;1938;

"Query 43";2328.6


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";1;491;491;490;407;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";1;523;523;522;389;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";0;492;492;492;409;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";0;449;449;449;367;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";0;494;494;494;413;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 48";1;689;689;688;384;

"Query 48";529.0


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";0;340;340;340;91;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";0;318;318;318;85;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";1;344;344;343;116;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";0;314;314;314;88;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";0;360;360;360;120;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 52";0;320;320;320;90;

"Query 52";331.0


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;444;444;444;178;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;399;399;399;142;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";1;374;374;373;96;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;377;377;377;95;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;349;349;349;96;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 55";0;341;341;341;100;

"Query 55";367.8


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1470;1470;1470;0;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1470;1470;1470;0;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1405;1405;1405;0;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1424;1424;1424;0;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1833;1833;1833;0;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 70";0;1412;1412;1412;0;

"Query 70";1508.8


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";1;227;227;226;123;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;179;179;179;111;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;182;182;182;114;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;180;180;180;114;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;181;181;181;115;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 96";0;178;178;178;111;

"Query 96";180.0


0;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";6;309;309;303;124;
1;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";1;228;228;227;124;
2;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";1;227;227;226;133;
3;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";1;236;236;235;142;
4;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";1;225;225;224;131;
5;"'7.1.0";"'6.1.1";"tpcdsstore50g";1;15;15;15;0;0;1;"Query 98";1;230;230;229;121;

"Query 98";228.2





"Query";"AVG"

"Query 03";482.0
"Query 06";261.6
"Query 07";532.2
"Query 13";488.6
"Query 19";318.2
"Query 27";473.0
"Query 42";366.4
"Query 43";2328.6
"Query 48";529.0
"Query 52";331.0
"Query 55";367.8
"Query 70";1508.8
"Query 96";180.0
"Query 98";228.2
